CustomerID,Gender,Age,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,PaperlessBilling,MonthlyUsageGB,SupportTickets,Churn
1458,Female,65,32,87.23,2815.28,Month-to-Month,Credit Card,Yes,5.8,2,Yes
1459,Female,41,57,95.38,5448.21,One Year,Mailed Check,Yes,87.2,6,Yes
1460,Male,52,53,74.13,3990.37,Two Year,Mailed Check,Yes,87.8,8,No
1461,Male,39,33,37.04,1196.91,One Year,Electronic Check,No,85.3,0,No
1462,Male,53,52,48.81,2510.75,Two Year,Mailed Check,No,77.4,2,No
1463,Male,28,18,58.18,1079.19,Month-to-Month,Bank Transfer,Yes,67.8,6,Yes
1464,Male,63,35,68.37,2365.19,Two Year,Bank Transfer,Yes,39.7,8,No
1465,Male,46,12,73.49,895.43,Month-to-Month,Mailed Check,Yes,13.6,3,No
1466,Female,52,51,64.34,3335.01,Month-to-Month,Mailed Check,Yes,28.9,4,No
1467,Female,65,10,48.11,498.89,Two Year,Credit Card,Yes,34.7,7,No
1468,Female,32,52,91.27,4719.31,Two Year,Bank Transfer,Yes,35.8,3,No
1469,Female,48,34,26.51,937.62,Month-to-Month,Electronic Check,No,56.5,1,No
1470,Male,59,67,57.3,4028.39,Two Year,Credit Card,No,20.8,6,Yes
1471,Male,58,39,82.05,3094.1,Month-to-Month,Credit Card,Yes,19.0,1,No
1472,Female,60,8,24.87,203.25,One Year,Electronic Check,No,71.7,5,No
1473,Male,33,29,76.43,2260.44,Month-to-Month,Electronic Check,Yes,0.8,6,Yes
1474,Female,27,22,85.58,1874.5,Month-to-Month,Mailed Check,Yes,15.0,7,Yes
1475,Female,66,70,72.87,5000.83,One Year,Mailed Check,No,43.5,4,No
1476,Female,49,61,21.03,1222.18,Month-to-Month,Credit Card,Yes,14.9,0,No
1477,Male,19,43,34.41,1499.79,Month-to-Month,Bank Transfer,Yes,96.0,2,Yes
1478,Female,41,49,47.37,2278.35,Month-to-Month,Bank Transfer,Yes,67.0,9,Yes
1479,Female,40,29,38.7,1128.16,Month-to-Month,Credit Card,No,43.3,8,No
1480,Female,19,31,97.01,2893.67,One Year,Bank Transfer,No,11.2,5,No
1481,Male,55,53,72.13,3648.67,Month-to-Month,Bank Transfer,Yes,38.5,4,No
1482,Male,48,34,43.76,1532.83,Two Year,Electronic Check,No,65.1,0,No
1483,Female,57,38,94.38,3451.21,Month-to-Month,Mailed Check,Yes,96.9,3,No
1484,Male,43,57,79.25,4353.44,Month-to-Month,Mailed Check,No,47.3,4,Yes
1485,Male,46,4,42.77,172.29,Month-to-Month,Credit Card,No,69.2,1,No
1486,Male,20,2,50.31,102.95,One Year,Electronic Check,Yes,19.5,4,No
1487,Male,31,12,35.95,410.17,Month-to-Month,Bank Transfer,No,62.4,2,No
1488,Male,42,35,97.69,3399.36,Month-to-Month,Credit Card,No,23.9,7,Yes
1489,Male,65,70,61.38,4352.99,Month-to-Month,Credit Card,No,19.8,9,Yes
1490,Male,18,72,91.68,6758.12,Two Year,Bank Transfer,No,50.9,0,Yes
1491,Male,20,21,47.72,1047.01,Month-to-Month,Mailed Check,Yes,21.2,3,No
1492,Male,43,61,88.87,5158.76,Two Year,Bank Transfer,Yes,72.1,8,Yes
1493,Male,35,35,24.31,884.77,Month-to-Month,Credit Card,Yes,93.7,0,Yes
1494,Female,26,48,98.57,4952.17,Month-to-Month,Mailed Check,Yes,39.4,5,No
1495,Female,55,15,92.96,1445.4,Month-to-Month,Credit Card,Yes,32.2,5,Yes
1496,Male,40,71,49.06,3639.62,Month-to-Month,Electronic Check,Yes,17.6,1,Yes
1497,Female,38,15,81.98,1182.79,One Year,Mailed Check,Yes,39.0,0,Yes
1498,Female,18,6,80.18,504.76,Two Year,Credit Card,No,56.0,0,No
1499,Male,38,68,92.1,6428.9,Month-to-Month,Credit Card,No,37.3,9,Yes
1500,Male,44,22,44.58,938.54,Month-to-Month,Electronic Check,Yes,62.3,4,Yes
1501,Male,59,32,57.24,1864.45,Month-to-Month,Bank Transfer,Yes,66.2,4,No
1502,Female,23,22,89.2,2002.26,Month-to-Month,Mailed Check,Yes,9.8,9,No
1503,Female,61,27,82.29,2250.57,Month-to-Month,Credit Card,No,69.8,6,Yes
1504,Male,53,15,51.48,801.13,Two Year,Credit Card,Yes,90.0,8,Yes
1505,Male,45,44,87.66,3952.99,Month-to-Month,Credit Card,No,2.6,3,Yes
1506,Male,62,9,23.76,206.61,One Year,Credit Card,No,55.1,3,No
1507,Female,34,34,82.56,2736.92,Month-to-Month,Bank Transfer,No,60.4,6,Yes
1508,Female,57,15,36.54,546.1,Month-to-Month,Bank Transfer,Yes,71.0,8,Yes
1509,Female,20,62,42.89,2631.21,Month-to-Month,Bank Transfer,Yes,38.6,6,No
1510,Female,29,45,59.46,2719.31,Month-to-Month,Mailed Check,No,81.9,7,Yes
1511,Male,56,72,55.98,3884.02,Month-to-Month,Bank Transfer,Yes,54.0,9,No
1512,Male,29,58,61.65,3523.6,Month-to-Month,Mailed Check,Yes,40.9,6,Yes
1513,Male,19,19,63.58,1176.95,Month-to-Month,Bank Transfer,Yes,71.9,8,No
1514,Male,63,16,46.52,728.96,Two Year,Credit Card,Yes,92.7,5,Yes
1515,Female,39,8,34.02,277.9,Month-to-Month,Electronic Check,No,81.2,8,No
1516,Female,40,33,81.48,2576.04,One Year,Mailed Check,Yes,93.1,2,Yes
1517,Male,47,18,52.0,972.26,Month-to-Month,Electronic Check,No,26.6,3,No
1518,Male,22,35,60.47,2146.3,Two Year,Electronic Check,No,11.9,8,Yes
1519,Female,26,43,71.58,3050.75,Month-to-Month,Credit Card,Yes,53.4,1,Yes
1520,Male,38,50,92.77,4631.9,Month-to-Month,Credit Card,No,4.4,1,Yes
1521,Female,28,3,76.6,234.35,Two Year,Mailed Check,No,67.5,9,Yes
1522,Male,22,59,23.64,1426.94,Month-to-Month,Mailed Check,No,24.0,7,Yes
1523,Male,52,28,87.08,2512.53,One Year,Mailed Check,No,45.4,9,Yes
1524,Male,44,46,99.15,4453.11,One Year,Bank Transfer,Yes,65.6,5,Yes
1525,Male,66,64,57.8,3831.58,Month-to-Month,Bank Transfer,Yes,48.3,4,No
1526,Male,19,70,97.57,7055.7,Two Year,Electronic Check,Yes,23.6,1,No
1527,Male,41,47,63.79,3104.59,Two Year,Mailed Check,Yes,88.0,0,No
1528,Male,48,14,56.77,761.47,Two Year,Electronic Check,Yes,76.5,2,No
1529,Female,50,7,46.51,313.97,Two Year,Bank Transfer,Yes,60.1,5,No
1530,Female,56,31,72.6,2278.68,Month-to-Month,Electronic Check,Yes,69.9,4,No
1531,Female,47,51,38.39,2046.58,Month-to-Month,Electronic Check,Yes,41.5,5,Yes
1532,Female,63,29,28.39,791.19,One Year,Mailed Check,Yes,37.6,6,No
1533,Female,54,15,22.18,340.65,Month-to-Month,Mailed Check,Yes,16.0,6,Yes
1534,Male,45,25,43.39,1045.28,Month-to-Month,Electronic Check,No,80.4,2,No
1535,Male,48,61,51.66,3293.21,Month-to-Month,Bank Transfer,Yes,38.1,9,Yes
1536,Female,28,41,64.17,2709.93,Two Year,Electronic Check,No,69.2,7,No
1537,Male,40,69,43.42,2932.57,Month-to-Month,Bank Transfer,No,30.0,7,Yes
1538,Female,19,4,98.72,377.02,Two Year,Electronic Check,Yes,79.6,2,Yes
1539,Female,57,57,43.34,2454.73,Month-to-Month,Electronic Check,No,10.5,5,No
1540,Male,58,31,55.28,1717.98,Month-to-Month,Mailed Check,No,62.5,8,Yes
1541,Male,44,3,28.26,85.01,Two Year,Electronic Check,Yes,80.8,0,Yes
1542,Male,52,67,40.85,2833.26,Two Year,Bank Transfer,Yes,66.0,1,No
1543,Female,19,50,23.87,1250.9,Month-to-Month,Electronic Check,No,69.6,1,Yes
1544,Male,56,17,64.76,1093.42,Month-to-Month,Electronic Check,Yes,52.6,4,No
1545,Female,54,60,80.09,4643.84,Month-to-Month,Bank Transfer,Yes,55.9,5,No
1546,Female,38,66,35.66,2324.6,Two Year,Electronic Check,No,6.6,2,No
1547,Female,22,24,49.43,1211.49,Month-to-Month,Electronic Check,No,25.1,3,No
1548,Male,62,32,21.33,688.27,Month-to-Month,Electronic Check,No,72.2,9,No
1549,Male,38,19,87.16,1587.61,One Year,Electronic Check,No,94.5,1,No
1550,Female,46,66,82.4,5280.66,Month-to-Month,Bank Transfer,No,54.2,2,Yes
1551,Male,37,60,25.06,1532.7,Month-to-Month,Credit Card,Yes,72.6,7,Yes
1552,Male,55,66,49.19,3310.85,Two Year,Bank Transfer,Yes,68.4,4,Yes
1553,Male,37,15,96.42,1462.07,Two Year,Bank Transfer,No,99.9,1,No
1554,Female,67,35,51.36,1760.58,Two Year,Credit Card,Yes,79.5,9,No
1555,Female,42,69,62.1,4140.61,Month-to-Month,Bank Transfer,Yes,62.8,9,No
1556,Male,19,27,48.42,1271.89,Two Year,Electronic Check,Yes,11.5,1,No
1557,Female,49,7,67.69,488.4,One Year,Bank Transfer,Yes,36.3,3,Yes
1558,Male,43,6,98.25,588.83,Month-to-Month,Electronic Check,Yes,25.1,8,Yes
1559,Male,23,33,99.8,3244.39,One Year,Mailed Check,No,85.4,5,Yes
1560,Male,58,58,81.98,4581.72,Month-to-Month,Electronic Check,No,44.6,0,Yes
1561,Male,20,49,52.34,2537.11,One Year,Electronic Check,Yes,53.5,3,No
1562,Female,50,17,59.55,1004.03,One Year,Bank Transfer,No,96.5,2,No
1563,Female,18,42,48.54,2117.38,One Year,Bank Transfer,No,83.7,0,No
1564,Female,22,72,98.85,7430.44,Month-to-Month,Bank Transfer,Yes,79.0,5,No
1565,Male,30,40,76.62,3168.83,One Year,Mailed Check,Yes,14.2,9,Yes
1566,Male,36,46,55.91,2543.1,Month-to-Month,Credit Card,Yes,2.3,0,No
1567,Male,29,71,20.97,1497.68,Two Year,Electronic Check,No,12.6,0,No
1568,Female,65,70,61.64,4462.01,One Year,Credit Card,Yes,74.0,6,Yes
1569,Male,42,68,98.71,6410.53,Month-to-Month,Credit Card,Yes,41.1,0,Yes
1570,Female,52,1,61.84,62.04,Month-to-Month,Mailed Check,Yes,11.7,2,No
1571,Female,29,52,34.59,1780.45,One Year,Electronic Check,No,73.9,4,No
1572,Female,47,35,21.77,752.89,Month-to-Month,Electronic Check,No,19.5,2,Yes
1573,Female,22,69,48.38,3288.18,One Year,Mailed Check,Yes,58.9,5,No
1574,Female,51,5,93.46,473.86,Month-to-Month,Mailed Check,No,74.2,8,Yes
1575,Female,39,17,99.72,1681.22,One Year,Electronic Check,Yes,60.8,1,Yes
1576,Male,56,53,95.63,4978.26,Month-to-Month,Mailed Check,No,99.4,6,Yes
1577,Male,30,52,78.35,4101.21,One Year,Bank Transfer,Yes,43.4,3,Yes
1578,Female,64,14,64.65,893.62,Two Year,Electronic Check,Yes,31.2,5,No
1579,Female,20,29,67.25,1859.5,One Year,Credit Card,No,20.1,9,Yes
1580,Male,37,8,63.12,500.8,Month-to-Month,Bank Transfer,No,50.4,9,Yes
1581,Female,48,1,76.56,74.23,Two Year,Credit Card,Yes,85.2,5,No
1582,Female,22,29,53.51,1489.71,Month-to-Month,Mailed Check,Yes,94.7,7,Yes
1583,Male,41,36,73.54,2746.08,One Year,Credit Card,Yes,97.2,6,Yes
1584,Female,57,51,29.73,1545.31,One Year,Bank Transfer,No,53.1,4,Yes
1585,Female,50,37,41.26,1508.44,Month-to-Month,Mailed Check,Yes,60.5,6,No
1586,Female,25,69,86.88,6285.63,Month-to-Month,Bank Transfer,No,58.2,5,Yes
1587,Male,41,53,92.3,4826.93,Month-to-Month,Mailed Check,No,46.6,4,No
1588,Male,67,52,63.12,3198.37,Two Year,Electronic Check,Yes,15.2,8,Yes
1589,Male,37,12,22.53,269.64,Two Year,Credit Card,No,6.5,3,No
1590,Female,33,52,94.16,5114.48,Month-to-Month,Credit Card,Yes,43.7,6,Yes
1591,Female,67,1,76.17,77.42,Month-to-Month,Electronic Check,No,18.6,6,Yes
1592,Male,29,7,53.12,380.41,Two Year,Electronic Check,No,88.7,2,No
1593,Female,30,17,67.87,1115.17,Month-to-Month,Credit Card,Yes,76.2,7,Yes
1594,Female,62,43,54.38,2230.81,Month-to-Month,Electronic Check,Yes,61.8,8,No
1595,Female,59,71,57.23,4078.42,Month-to-Month,Mailed Check,No,4.7,4,No
1596,Female,56,17,90.94,1519.75,Month-to-Month,Credit Card,Yes,62.2,0,Yes
1597,Female,42,59,32.89,1851.76,One Year,Bank Transfer,Yes,62.1,0,No
1598,Male,63,3,28.29,88.23,One Year,Electronic Check,Yes,43.9,4,Yes
1599,Female,49,29,20.22,558.53,Month-to-Month,Mailed Check,Yes,65.8,1,No
1600,Male,41,22,45.12,944.26,Two Year,Credit Card,Yes,85.8,1,Yes
1601,Female,65,38,31.79,1183.76,Month-to-Month,Credit Card,Yes,75.8,5,No
1602,Male,64,54,37.6,2029.84,One Year,Mailed Check,Yes,47.3,4,Yes
1603,Female,61,50,20.9,1039.86,Month-to-Month,Electronic Check,No,26.2,1,Yes
1604,Male,26,69,38.18,2597.53,One Year,Credit Card,Yes,47.8,4,No
1605,Female,57,30,46.62,1449.48,Month-to-Month,Electronic Check,Yes,94.6,3,Yes
1606,Male,67,23,22.53,507.7,Month-to-Month,Mailed Check,Yes,82.0,5,Yes
1607,Female,40,47,68.63,3274.89,Two Year,Bank Transfer,Yes,2.7,0,Yes
1608,Male,67,21,65.5,1361.55,Month-to-Month,Mailed Check,Yes,78.3,2,Yes
1609,Female,30,20,27.76,549.02,One Year,Electronic Check,Yes,17.1,4,Yes
1610,Male,49,23,67.6,1622.09,Two Year,Credit Card,Yes,57.1,7,No
1611,Male,67,68,99.89,6926.64,One Year,Electronic Check,Yes,80.7,1,Yes
1612,Female,32,21,95.56,2014.43,Month-to-Month,Electronic Check,No,56.1,7,No
1613,Female,53,21,20.21,410.6,Month-to-Month,Bank Transfer,No,40.4,7,No
1614,Male,66,1,83.63,80.6,Two Year,Credit Card,Yes,32.1,5,Yes
1615,Female,22,15,48.29,702.16,Month-to-Month,Bank Transfer,No,30.5,4,No
1616,Male,39,17,25.09,431.94,One Year,Bank Transfer,Yes,83.7,6,No
1617,Male,33,51,43.68,2128.78,One Year,Mailed Check,No,82.5,5,No
1618,Male,58,63,45.74,2871.27,One Year,Mailed Check,No,82.3,8,No
1619,Female,27,14,61.86,862.55,One Year,Credit Card,No,28.3,1,No
1620,Male,41,59,72.89,4480.19,Month-to-Month,Bank Transfer,No,79.9,5,No
1621,Male,35,50,79.92,3944.02,One Year,Bank Transfer,Yes,3.7,6,Yes
1622,Female,66,34,39.67,1402.27,One Year,Electronic Check,Yes,20.6,0,No
1623,Female,35,6,45.74,277.6,Month-to-Month,Electronic Check,Yes,51.5,8,Yes
1624,Female,24,49,44.67,2164.77,Month-to-Month,Mailed Check,No,40.7,7,Yes
1625,Female,21,6,49.02,294.9,One Year,Bank Transfer,No,11.2,4,No
1626,Male,43,69,99.97,6618.03,One Year,Credit Card,Yes,4.2,4,No
1627,Male,22,7,82.24,598.11,Month-to-Month,Bank Transfer,Yes,61.1,8,Yes
1628,Male,33,51,98.0,5063.72,One Year,Mailed Check,No,31.3,1,Yes
1629,Male,52,1,75.45,74.96,Month-to-Month,Credit Card,Yes,1.6,5,Yes
1630,Female,43,13,52.5,701.32,Two Year,Bank Transfer,Yes,43.1,3,No
1631,Male,35,43,51.18,2179.72,One Year,Electronic Check,Yes,30.7,3,No
1632,Male,46,27,59.09,1589.21,Month-to-Month,Bank Transfer,Yes,57.7,7,No
1633,Female,40,71,53.35,3758.31,Month-to-Month,Mailed Check,Yes,93.0,2,Yes
1634,Male,31,3,86.27,271.66,One Year,Mailed Check,Yes,30.8,7,Yes
1635,Male,32,58,57.2,3407.24,Two Year,Bank Transfer,Yes,99.7,9,No
1636,Male,66,17,43.65,773.87,Month-to-Month,Mailed Check,No,8.6,4,Yes
1637,Male,50,45,81.99,3645.14,One Year,Electronic Check,Yes,8.8,1,Yes
1638,Male,42,58,88.35,5119.26,Month-to-Month,Electronic Check,No,71.3,4,Yes
1639,Male,38,56,53.63,2913.59,Month-to-Month,Electronic Check,No,74.9,3,Yes
1640,Female,34,54,73.42,3770.46,One Year,Bank Transfer,No,42.3,8,Yes
1641,Female,40,29,24.7,694.44,Month-to-Month,Mailed Check,No,28.6,5,No
1642,Male,60,54,62.36,3511.88,One Year,Electronic Check,No,79.4,2,No
1643,Male,34,27,23.6,634.42,Two Year,Credit Card,No,95.6,1,No
1644,Female,31,45,22.34,968.19,Two Year,Mailed Check,Yes,99.0,6,Yes
1645,Male,46,31,69.03,2129.78,Month-to-Month,Mailed Check,Yes,63.4,0,Yes
1646,Male,37,36,44.27,1640.37,One Year,Credit Card,Yes,74.0,4,No
1647,Male,47,61,79.4,4843.79,Two Year,Mailed Check,Yes,82.2,4,No
1648,Female,36,37,91.69,3540.72,Month-to-Month,Electronic Check,Yes,79.9,3,Yes
1649,Male,56,67,31.15,2170.19,Month-to-Month,Mailed Check,Yes,99.3,2,Yes
1650,Female,30,36,77.96,2799.05,Two Year,Electronic Check,Yes,81.0,8,Yes
1651,Male,35,5,61.16,293.05,Month-to-Month,Electronic Check,No,66.3,3,Yes
1652,Female,40,46,28.97,1359.87,Two Year,Electronic Check,No,37.6,8,No
1653,Female,63,52,72.13,3696.89,One Year,Bank Transfer,Yes,59.8,6,Yes
1654,Male,50,49,68.76,3465.51,Month-to-Month,Mailed Check,Yes,88.0,8,Yes
1655,Female,56,6,61.25,360.48,Month-to-Month,Credit Card,No,30.5,1,Yes
1656,Male,57,10,94.12,925.26,Month-to-Month,Bank Transfer,No,3.1,1,Yes
1657,Female,35,23,61.69,1424.87,Month-to-Month,Bank Transfer,No,32.7,7,No
1658,Male,26,17,99.24,1606.93,One Year,Bank Transfer,Yes,96.0,8,Yes
1659,Male,50,44,60.74,2584.27,Month-to-Month,Bank Transfer,No,79.4,1,No
1660,Female,49,41,29.27,1242.24,Month-to-Month,Electronic Check,No,18.7,5,No
1661,Male,34,15,57.64,904.08,Month-to-Month,Electronic Check,Yes,1.2,5,Yes
1662,Male,36,44,34.59,1475.1,Two Year,Credit Card,Yes,66.9,6,No
1663,Female,44,58,67.77,4037.76,Month-to-Month,Mailed Check,Yes,57.9,4,No
1664,Male,23,50,75.45,3626.08,Two Year,Credit Card,Yes,8.3,2,No
1665,Male,52,52,57.47,2980.28,Two Year,Mailed Check,No,96.6,9,Yes
1666,Female,54,70,27.82,1949.05,Month-to-Month,Electronic Check,Yes,61.8,2,No
1667,Female,51,68,57.49,3934.23,Month-to-Month,Mailed Check,No,65.2,5,Yes
1668,Male,37,63,26.52,1647.61,Two Year,Mailed Check,No,85.4,0,No
1669,Male,42,58,74.57,4479.08,One Year,Bank Transfer,Yes,33.7,7,Yes
1670,Female,21,23,83.23,1876.67,Month-to-Month,Credit Card,No,55.8,6,Yes
1671,Female,27,44,96.99,4261.26,One Year,Bank Transfer,Yes,57.6,6,Yes
1672,Male,27,44,31.9,1360.63,Month-to-Month,Bank Transfer,Yes,96.7,5,Yes
1673,Female,41,52,62.59,3278.39,Month-to-Month,Bank Transfer,No,13.1,2,No
1674,Male,38,67,65.4,4249.11,One Year,Bank Transfer,Yes,75.9,8,Yes
1675,Male,28,28,93.8,2558.51,Month-to-Month,Electronic Check,Yes,57.5,9,Yes
1676,Male,44,67,70.18,4672.61,Two Year,Credit Card,No,84.5,5,Yes
1677,Male,33,18,31.64,556.86,Two Year,Bank Transfer,No,83.2,5,No
1678,Male,43,27,54.91,1414.39,One Year,Credit Card,No,1.2,5,No
1679,Female,47,51,72.38,3800.8,Month-to-Month,Bank Transfer,No,25.6,5,Yes
1680,Female,66,60,76.02,4707.22,Month-to-Month,Electronic Check,Yes,18.1,5,No
1681,Female,33,49,89.05,4538.3,Month-to-Month,Bank Transfer,No,46.2,3,No
1682,Female,24,15,34.44,541.39,Month-to-Month,Mailed Check,No,90.5,1,No
1683,Male,33,68,96.12,6283.37,Month-to-Month,Electronic Check,Yes,0.5,0,No
1684,Male,52,15,24.73,362.59,One Year,Credit Card,Yes,48.8,7,Yes
1685,Male,33,51,98.7,5099.45,Month-to-Month,Mailed Check,Yes,88.5,4,No
1686,Male,57,48,88.62,4413.86,Two Year,Mailed Check,Yes,92.6,2,No
1687,Female,29,72,72.82,5065.99,Two Year,Electronic Check,Yes,65.7,8,Yes
1688,Male,52,1,78.8,78.67,One Year,Credit Card,No,83.0,2,No
1689,Male,66,7,25.82,189.39,One Year,Electronic Check,No,32.4,4,No
1690,Female,38,53,23.32,1215.08,Month-to-Month,Bank Transfer,No,28.6,1,No
1691,Female,67,31,28.14,871.56,Month-to-Month,Electronic Check,No,4.9,5,No
1692,Female,60,18,26.99,495.24,Two Year,Electronic Check,Yes,50.3,8,No
1693,Female,53,12,63.79,759.49,One Year,Bank Transfer,Yes,45.6,0,No
1694,Male,65,48,37.24,1826.41,Month-to-Month,Bank Transfer,No,37.2,2,Yes
1695,Male,34,30,88.82,2570.71,One Year,Credit Card,No,11.3,9,No
1696,Female,49,7,55.66,379.12,Two Year,Electronic Check,Yes,23.1,0,No
1697,Male,58,3,75.64,224.35,Month-to-Month,Bank Transfer,No,20.4,4,No
1698,Male,23,63,72.23,4770.69,Month-to-Month,Credit Card,Yes,94.4,4,Yes
1699,Male,41,6,45.59,269.4,Two Year,Credit Card,Yes,96.6,3,Yes
1700,Female,44,15,39.45,616.34,Month-to-Month,Bank Transfer,No,0.3,4,No
1701,Male,37,71,47.4,3491.56,Month-to-Month,Bank Transfer,No,17.1,7,Yes
1702,Female,42,43,83.73,3692.49,Month-to-Month,Credit Card,Yes,88.9,7,Yes
1703,Male,19,18,66.9,1188.59,Two Year,Mailed Check,Yes,3.8,5,No
1704,Male,26,22,40.28,871.13,Two Year,Bank Transfer,Yes,94.3,3,No
1705,Male,45,61,85.43,5284.03,Month-to-Month,Mailed Check,No,38.0,3,No
1706,Female,55,61,24.38,1447.41,Month-to-Month,Credit Card,Yes,53.9,4,No
1707,Male,20,53,75.93,3968.16,Month-to-Month,Electronic Check,No,76.4,4,Yes
1708,Female,37,26,55.13,1478.55,Month-to-Month,Mailed Check,No,24.4,1,No
1709,Female,23,40,78.5,3049.16,Month-to-Month,Mailed Check,Yes,10.1,5,No
1710,Female,56,8,94.2,778.33,Month-to-Month,Mailed Check,No,81.0,6,No
1711,Male,50,21,80.0,1688.74,Month-to-Month,Mailed Check,Yes,98.5,2,Yes
1712,Male,18,43,55.36,2383.23,Two Year,Mailed Check,Yes,65.9,9,No
1713,Male,54,21,32.08,681.33,Month-to-Month,Mailed Check,Yes,82.5,3,No
1714,Male,23,3,84.51,256.86,Month-to-Month,Electronic Check,No,94.1,8,Yes
1715,Female,62,31,56.86,1772.94,Month-to-Month,Electronic Check,Yes,22.9,3,Yes
1716,Female,51,27,26.02,716.69,One Year,Electronic Check,No,35.0,9,No
1717,Female,64,27,77.52,2063.32,Month-to-Month,Mailed Check,Yes,21.9,6,Yes
1718,Male,32,57,43.35,2547.73,One Year,Credit Card,Yes,6.2,1,No
1719,Female,62,33,23.91,767.03,One Year,Bank Transfer,No,73.2,4,No
1720,Male,43,44,92.22,4144.65,Two Year,Mailed Check,No,14.6,5,No
1721,Female,31,43,58.65,2493.05,One Year,Electronic Check,Yes,9.3,1,No
1722,Male,24,31,42.48,1342.54,Month-to-Month,Credit Card,Yes,35.8,0,Yes
1723,Male,63,65,77.31,4790.19,Month-to-Month,Credit Card,Yes,6.1,8,Yes
1724,Female,48,17,90.87,1527.84,One Year,Mailed Check,Yes,18.0,6,No
1725,Female,41,15,20.02,314.21,Month-to-Month,Electronic Check,No,7.0,7,Yes
1726,Female,48,34,75.03,2569.61,Month-to-Month,Bank Transfer,Yes,87.7,4,No
1727,Female,46,4,81.36,325.42,Two Year,Bank Transfer,No,78.0,4,Yes
1728,Male,59,72,36.79,2581.98,Two Year,Electronic Check,No,86.0,0,Yes
1729,Female,49,28,59.17,1655.35,Two Year,Electronic Check,Yes,86.8,2,No
1730,Female,34,2,27.14,56.04,Two Year,Credit Card,Yes,94.5,6,Yes
1731,Female,31,17,79.74,1333.68,One Year,Mailed Check,Yes,18.7,9,No
1732,Male,57,58,87.8,5125.44,One Year,Mailed Check,Yes,90.0,8,Yes
1733,Male,53,9,28.65,262.33,Month-to-Month,Mailed Check,No,52.5,7,No
1734,Female,65,31,85.32,2618.7,Two Year,Bank Transfer,Yes,16.6,4,No
1735,Male,41,66,81.73,5277.15,Month-to-Month,Bank Transfer,No,65.6,2,No
1736,Female,62,62,47.75,2858.53,One Year,Bank Transfer,Yes,32.7,8,Yes
1737,Male,44,19,75.22,1372.18,Month-to-Month,Mailed Check,Yes,4.6,3,Yes
1738,Male,42,55,20.0,1071.52,Month-to-Month,Electronic Check,Yes,7.9,8,Yes
1739,Male,49,28,94.54,2519.94,One Year,Electronic Check,No,42.4,2,No
1740,Male,35,50,64.03,3284.79,Month-to-Month,Mailed Check,Yes,82.6,6,Yes
1741,Female,63,65,69.63,4350.24,One Year,Mailed Check,No,31.1,0,No
1742,Female,35,3,73.17,228.27,One Year,Electronic Check,Yes,76.6,9,No
1743,Female,54,52,64.91,3378.93,One Year,Electronic Check,Yes,5.6,4,No
1744,Male,43,10,88.54,881.59,Month-to-Month,Bank Transfer,Yes,39.4,8,Yes
1745,Female,26,21,68.78,1381.52,Month-to-Month,Credit Card,Yes,12.7,8,Yes
1746,Female,52,37,92.62,3301.28,Two Year,Credit Card,No,86.4,5,No
1747,Female,25,15,66.59,1034.48,Month-to-Month,Mailed Check,Yes,96.8,5,No
1748,Male,37,9,33.69,308.45,Month-to-Month,Credit Card,Yes,32.6,2,No
1749,Male,59,44,93.09,3929.88,Month-to-Month,Credit Card,No,98.9,8,No
1750,Male,39,39,74.53,2959.33,Two Year,Credit Card,Yes,75.2,0,Yes
1751,Female,36,5,75.94,365.69,One Year,Bank Transfer,Yes,0.1,6,No
1752,Female,47,25,98.84,2528.48,Month-to-Month,Bank Transfer,No,48.5,2,Yes
1753,Female,45,56,26.02,1521.9,Two Year,Electronic Check,Yes,83.4,1,No
1754,Male,52,64,54.29,3564.32,Two Year,Mailed Check,No,53.4,4,No
1755,Male,60,72,39.13,2908.59,One Year,Credit Card,Yes,55.0,4,No
1756,Female,28,52,70.43,3706.53,Month-to-Month,Electronic Check,Yes,44.8,1,Yes
1757,Male,48,9,84.54,723.1,One Year,Bank Transfer,No,39.5,7,Yes
1758,Male,66,10,97.3,1000.75,Month-to-Month,Credit Card,No,2.7,1,Yes
1759,Male,65,10,56.37,558.29,One Year,Mailed Check,Yes,62.2,7,No
1760,Male,56,62,82.9,5331.54,Two Year,Credit Card,Yes,76.7,5,No
1761,Female,53,60,93.36,5642.38,Two Year,Bank Transfer,Yes,79.0,9,Yes
1762,Male,47,19,74.67,1374.97,Month-to-Month,Credit Card,Yes,62.5,3,No
1763,Male,40,38,39.42,1431.28,Two Year,Credit Card,No,34.1,2,No
1764,Male,36,6,68.63,414.05,Month-to-Month,Credit Card,Yes,2.3,8,Yes
1765,Male,29,15,97.6,1473.79,Month-to-Month,Credit Card,Yes,89.6,5,Yes
1766,Female,32,47,99.0,4820.54,One Year,Bank Transfer,Yes,42.9,4,No
1767,Female,48,45,71.39,3064.37,One Year,Electronic Check,Yes,60.1,9,Yes
1768,Male,60,5,90.96,469.41,Month-to-Month,Credit Card,Yes,19.5,2,Yes
1769,Male,54,53,36.03,1891.57,Month-to-Month,Mailed Check,Yes,14.2,2,No
1770,Male,54,66,39.69,2626.96,Month-to-Month,Credit Card,No,8.7,5,No
1771,Male,32,62,96.23,5986.18,One Year,Mailed Check,Yes,79.9,9,No
